[2025-09-12T07:11:11.090Z] [info] nav:login:goto {"url":"https://iampe.adm.gov.it/sam/UI/Login?realm=/adm&locale=en"}
[2025-09-12T07:11:13.644Z] [response] https://iampe.adm.gov.it/sam/ext/UIKit4/resources/css/uikit/utility.css {"status":200,"contentType":"text/css","saved":"net\\0024_200_iampe.adm.gov.it_sam_ext_UIKit4_resources_css_uikit_utility.css.txt"}
[2025-09-12T07:11:13.870Z] [response] https://iampe.adm.gov.it/sam/ext/UIKit4/resources/fonts/titillium-web-v4-latin-regular.woff2 {"status":200,"contentType":null,"saved":null}
[2025-09-12T07:11:13.888Z] [response] https://iampe.adm.gov.it/sam/ext/UIKit4/resources/fonts/titillium-web-v4-latin-700.woff2 {"status":200,"contentType":null,"saved":null}
[2025-09-12T07:11:13.909Z] [response] https://iampe.adm.gov.it/sam/ext/UIKit4/resources/fonts/titillium-web-v4-latin-600.woff2 {"status":200,"contentType":null,"saved":null}
[2025-09-12T07:11:13.984Z] [response] https://iampe.adm.gov.it/sam/ext/UIKit4/resources/webfonts/fa-solid-900.woff2 {"status":200,"contentType":null,"saved":null}
[2025-09-12T07:11:15.018Z] [snapshot] 00_login_page {"url":"https://iampe.adm.gov.it/sam/UI/Login?realm=/adm&locale=en","title":"Login ADM - Agenzia delle Accise, Dogane e dei Monopoli","dom":"D:\\Desktop\\website\\ADM-Uploads\\runs\\2025-09-12_2b8uso\\dom\\00_login_page.html","insight":"insights\\00_login_page.json"}
[2025-09-12T07:11:15.407Z] [response] https://iampe.adm.gov.it/sam/UI/Login?realm=/adm&locale=en_GB&service=teldog {"status":302,"contentType":null,"saved":null}
[2025-09-12T07:11:17.260Z] [response] https://www.adm.gov.it/portale/area-riservata-dogane {"status":200,"contentType":"text/html; charset=UTF-8","saved":"net\\0030_200_www.adm.gov.it_portale_area-riservata-dogane.html"}
[2025-09-12T07:11:17.264Z] [response] https://www.adm.gov.it/portale/o/frontend-theme-font-awesome-web/css/main.css {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0031_200_www.adm.gov.it_portale_o_frontend-theme-font-awesome-web_css_main.css.txt"}
[2025-09-12T07:11:17.265Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/owl-carousel-aria.js {"status":200,"contentType":"text/javascript","saved":"net\\0032_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_owl-carousel-aria.js.txt"}
[2025-09-12T07:11:17.298Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/bootstrap-select.js {"status":200,"contentType":"text/javascript","saved":"net\\0033_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_bootstrap-select.js.txt"}
[2025-09-12T07:11:17.301Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/liferay-custom-owl.js {"status":200,"contentType":"text/javascript","saved":"net\\0034_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_liferay-custom-owl.js.txt"}
[2025-09-12T07:11:17.347Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/owl.carousel.min.js {"status":200,"contentType":"text/javascript","saved":"net\\0036_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_owl.carousel.min.js.txt"}
[2025-09-12T07:11:17.347Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=&themeId=TemaPortaleUnico_WAR_TemaPortaleUnicotheme&languageId=en_US&b=7210&com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_ZQTWCbJiCMNT:%2Fcss%2Fmain.css&com_liferay_journal_content_web_portlet_JournalContentPortlet_INSTANCE_NdVG43gTasJr:%2Fcss%2Fmain.css&com_liferay_portal_search_web_search_bar_portlet_SearchBarPortlet_INSTANCE_templateSearch:%2Fcss%2Fmain.css&com_liferay_product_navigation_product_menu_web_portlet_ProductMenuPortlet:%2Fcss%2Fmain.css&com_liferay_product_navigation_user_personal_bar_web_portlet_ProductNavigationUserPersonalBarPortlet:%2Fcss%2Fmain.css&com_liferay_site_navigation_menu_web_portlet_SiteNavigationMenuPortlet:%2Fcss%2Fmain.css&it_sogei_portlet_cookie_portlet_GestioneCookies_INSTANCE_elementoshowcookiebar:%2Fcss%2Fmain.css&t=1757630858000 {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0035_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_themeId_TemaPortaleUnico_WAR_TemaPortaleUnicotheme_languageId_en_US_b_7210_com_lif.txt"}
[2025-09-12T07:11:17.414Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630692899&/o/frontend-js-web/aui/widget-position/widget-position.js&/o/frontend-js-web/aui/widget-stack/widget-stack.js&/o/frontend-js-web/aui/widget-stdmod/widget-stdmod.js&/o/frontend-js-web/aui/aui-aria/aui-aria.js&/o/frontend-js-web/aui/aui-io-plugin-deprecated/aui-io-plugin-deprecated.js&/o/frontend-js-web/aui/aui-io-request/aui-io-request.js&/o/frontend-js-web/aui/aui-loading-mask-deprecated/aui-loading-mask-deprecated.js&/o/frontend-js-web/aui/aui-overlay-base-deprecated/aui-overlay-base-deprecated.js&/o/frontend-js-web/aui/aui-overlay-context-deprecated/aui-overlay-context-deprecated.js&/o/frontend-js-web/aui/aui-overlay-manager-deprecated/aui-overlay-manager-deprecated.js&/o/frontend-js-web/aui/aui-overlay-mask-deprecated/aui-overlay-mask-deprecated.js&/o/frontend-js-web/aui/aui-parse-content/aui-parse-content.js&/o/frontend-js-web/liferay/layout_exporter.js&/o/frontend-js-web/liferay/session.js&/o/frontend-js-web/liferay/deprecated.js {"status":200,"contentType":"text/javascript","saved":"net\\0038_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630692899_o_frontend-js-web_aui_widget-position_w.txt"}
[2025-09-12T07:11:17.420Z] [response] https://www.adm.gov.it/portale/o/product-navigation-control-menu-theme-contributor/product_navigation_control_menu.css?languageId=en_US {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0037_200_www.adm.gov.it_portale_o_product-navigation-control-menu-theme-contributor_product_navigation_control_menu.css_languageId_en_US.txt"}
[2025-09-12T07:11:17.421Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630711893&/portale/o/adm-search-custom-theme-theme-contributor/js/adm-search-custom-theme.js {"status":200,"contentType":"text/javascript","saved":"net\\0039_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630711893_portale_o_adm-search-custom-theme-theme.txt"}
